4483	Ho paura di cadere.	380515	Tenho medo de cair.
4483	Ho paura di cadere.	380516	Estou com medo de cair.
4485	È la pura verità.	380490	É a pura verdade.
4497	La vita è bella!	380513	A vida é bela.
4500	Ho cominciato a studiare cinese la settimana scorsa.	1710196	Comecei a estudar chinês na semana passada.
4501	Aaah!! Il mio computer è rotto!	417846	Aaahh! Meu computador está quebrado!
4504	Ti ho sognato.	405278	Eu sonhei com você.
4508	Non mi piace la scuola.	397698	Eu não gosto da escola.
4511	L'essenza della matematica è la libertà.	418026	A essência da matemática é a liberdade.
4514	Sono orgoglioso di far parte di questo progetto.	2967339	Estou orgulhoso de fazer parte deste projeto.
4515	Dove vai?	405091	Para onde você está indo?
4529	Da quando Mario mi ha mentito, non gli rivolgo più la parola.	340732	Desde que Mario mentiu para mim, eu não falo mais com ele.
4551	Non importa.	380504	Não é importante.
4574	Tutte le strade portano a Roma.	404825	Todas as estradas levam a Roma.
4576	Il mondo è fatto a scale, chi le scende e chi le sale.	418100	Há altos e baixos na vida.
4576	Il mondo è fatto a scale, chi le scende e chi le sale.	661586	A vida tem altos e baixos.
4582	Di notte tutti i gatti sono grigi.	418101	Todos os gatos são cinza no escuro.
4582	Di notte tutti i gatti sono grigi.	1277228	De noite todos os gatos são cinza.
4584	La musica ingentilisce i costumi.	2665405	A música civiliza os costumes.
4586	Chi va via perde il posto all'osteria.	972544	Foi para a Bahia, perdeu a bacia.
4602	Vuoi un succo di frutta?	340715	Queres um suco de frutas?
4619	Vado a fare il bagno.	418113	Eu vou tomar um banho.
4635	Ho mangiato del caviale.	418128	Eu comi caviar.
4648	La situazione è ancora peggiore di quanto credessimo.	1180143	A situação é ainda pior do que pensávamos.
4650	Non sanno nemmeno il perché.	418134	Eles nem sabem por quê.
4656	Chi viene con me?	382014	Quem vem comigo?
4657	Voglio sapere chi viene con noi.	418137	Eu quero saber quem vem conosco.
4658	Firenze è la città più bella d'Italia.	406517	Florença é a cidade mais bonita da Itália.
4672	Come sei bella!	418143	Como você é bonita!
4676	È più difficile di quello che pensi.	418146	É mais difícil do que você pensa.
119812	Ciao, Tom.	920620	Olá, Tom.
335153	Io insegno.	411446	Eu ensino.
338432	Che cosa manca?	380572	O que está faltando?
338480	Quella chitarra è così cara che non posso comprarla.	390764	Aquele violão é tão caro que eu não posso comprá-lo.
338709	Fa caldo oggi.	390769	Está quente hoje.
340254	Lo Shitennouji è il più antico tempio del Giappone.	1658200	O Shitennouji é o mais antigo templo do Japão.
340651	È molto romantico!	378340	É muito romântico!
340689	Chi era l'uomo che è stato ucciso su quella collina?	1799747	Quem era o homem que foi morto naquela colina?
340690	Il Canada ha un clima freddo.	378459	O Canadá tem clima frio.
340888	Molto romantico!	438191	Muito romântico!
341631	Ho molti amici.	397707	Eu tenho muitos amigos.
342133	Mi chiamo Andrea.	375050	Eu me chamo Andréa.
342181	In agosto andrò in Giappone con la mia ragazza.	376510	Eu vou para o Japão com a minha namorada em agosto.
350279	La tua scuola è lontana da qua?	1658175	A sua escola fica longe daqui?
350279	La tua scuola è lontana da qua?	1658176	A tua escola é longe daqui?
350284	Nel judo la tecnica è più importante della forza.	1156094	No judô, a técnica é mais importante que a força.
350296	So suonare la chitarra.	1799764	Eu sei tocar violão.
350303	Vivo in un appartamento.	1200449	Eu vivo num apartamento.
350304	Il ladro prese la borsa dalla sua mano.	1158825	O ladrão pegou a bolsa da sua mão.
350321	Lei è una pianista e sua sorella una cantante.	1279741	Ela é pianista e sua irmã é cantora.
350322	Ha già finito il libro?	870744	Ela já terminou de ler o livro?
350325	Mi baciò in fronte.	1648978	Ele me beijou na testa.
350325	Mi baciò in fronte.	1648979	Ela me beijou na testa.
350342	Cosa hai mangiato per colazione?	756835	O que você comeu no café da manhã?
350344	L'industria automobilistica è una delle industrie principali in Giappone.	1658209	A indústria automobilística é uma das principais indústrias no Japão.
350346	Mio nonno non può camminare senza bastone.	2626787	O meu avô não consegue andar sem bengala.
350375	A giudicare dal cielo, sarà una bella giornata domani.	438856	A ver pelo céu, amanhã teremos um belo dia.
350375	A giudicare dal cielo, sarà una bella giornata domani.	439614	A julgar pelo céu, amanhã teremos um belo dia.
350376	Dov'è l'entrata del museo?	405544	Onde é a entrada para o museu?
350376	Dov'è l'entrata del museo?	972806	Onde fica a entrada do museu?
350376	Dov'è l'entrata del museo?	1652112	Onde é a entrada do museu?
350389	Cosa hai fatto ieri?	878886	O que você fez ontem?
350412	Aveva poca vita sociale.	1180198	Tinha pouca vida social.
350428	La nostra scuola è in collina.	1799746	Nossa escola fica em cima da colina.
350467	In generale, si sa poco di equazioni differenziali non lineari del secondo ordine.	340723	Em geral se sabe pouco acerca de equações diferenciais não-lineares de segunda ordem.
350529	È la tua bicicletta questa?	1221694	Esta é a tua bicicleta?
350529	È la tua bicicletta questa?	1236278	Esta é a sua bicicleta?
350531	Molti paesi sviluppati affrontano crisi finanziarie.	1320449	Muitos países desenvolvidos enfrentam crises financeiras.
350552	Vorrei migliorare la mia pronuncia inglese.	381683	Eu gostaria de melhorar minha pronúncia de inglês.
350606	Le sue scarpe sono marroni.	1063524	Seus sapatos são marrons.
350606	Le sue scarpe sono marroni.	1277267	Os sapatos dele são marrons.
350608	Preferisce la campagna alla città.	2057343	Ele prefere o interior a cidade.
350612	Mio padre non mangia molta frutta.	2149176	O meu pai não come muita fruta.
350764	Voglio una chitarra.	1279755	Quero um violão.
350839	Era immobile come una statua.	1469694	Ele estava tão imóvel quanto uma estátua.
350845	Devono essere americani.	991069	Devem ser americanos.
350917	La capitale del Brasile è Brasilia.	375153	A capital do Brasil é Brasília.
350941	Per favore, non parlare così veloce.	380418	Por favor, não fale tão rápido.
350958	Non è né in cucina né in soggiorno.	1648959	Não está nem na cozinha nem na sala.
350976	Qual è lo sport più popolare in Giappone secondo te?	1658207	Qual é o esporte mais popular do Japão em sua opinião?
350977	La stazione non è lontana da qua.	1658177	A estação não fica longe daqui.
350987	È morto di cancro l'anno scorso.	985352	Morreu de câncer ano passado.
351001	È pericoloso nuotare in questo lago.	1003243	É perigoso nadar neste lago.
351022	Vietato l'ingresso ai cani.	1279767	Proibido entrada de cães.
351076	Mi piacerebbe nuotare in questo fiume.	834202	Gostaria de nadar neste rio.
351077	Ci sono molti animali nello zoo?	1799857	Há muitos animais no zoológico?
351090	Andammo al museo per studiare storia giapponese.	1799879	Fomos ao museu para estudar a história japonesa.
351126	A mio padre non piace il calcio.	824263	Meu pai não gosta de futebol.
351129	Queste scarpe sono così strette che non riesco a mettermele.	2911347	Estes sapatos são tão apertados, que não me atrevo a vesti-los.
351137	Non lavora più qua.	381717	Ele não trabalha mais aqui.
351165	Passami il burro, per favore.	770653	Por favor, me passe a manteiga.
351264	Mio fratello mangia il doppio di me.	1288564	Meu irmão come o dobro do que eu como.
353213	Fuma 20 sigarette al giorno.	977934	Ela fuma vinte cigarros por dia.
353408	Il prezzo del caffè si è abbassato.	375129	O preço do café baixou.
353409	Non parlo giapponese.	340438	Eu não falo japonês.
353418	I topi hanno mangiato parte del pane.	1711230	Os ratos comeram parte do pão.
353434	In autunno le foglie cambiano colore e cadono.	1586935	No outono, as folhas mudam de cor e caem.
357983	Quanti anni ha quel cane?	909288	Quantos anos tem aquele cachorro?
357986	Ho un amico il cui padre è un famoso pianista.	1158703	Eu tenho um amigo cujo pai é um pianista famoso.
359410	Di chi è questa chitarra?	1074075	De quem é este violão?
359418	Il problema è nel motore.	380320	O problema é no motor.
359419	Chi è quella donna?	340996	Quem é esta mulher?
359422	Prego, da questa parte.	1600457	Desta forma, por favor.
359455	I pesci non possono vivere fuori dall'acqua.	2917568	Os peixes não podem viver fora d'água.
361901	Che cosa leggi?	380328	O que você está lendo?
365722	La televisione non funziona.	1292765	A televisão não funciona.
370085	Il cavallo è un animale utile.	1276892	O cavalo é um animal útil.
373411	Mi piace dormire.	1201975	Eu gosto de dormir.
373494	Ha agito saggiamente.	1229880	Ele agiu com sabedoria.
373500	I gatti miagolano.	1711201	Os gatos miam.
373505	Qual è la tua chitarra?	1279756	Qual é o seu violão?
373505	Qual è la tua chitarra?	1279757	Qual é o teu violão?
373506	Ken ha una chitarra.	576812	Ken tem um violão.
373507	Sai suonare la chitarra?	1560119	Você sabe tocar violão?
373508	Chi sta suonando la chitarra?	1279758	Quem está tocando violão?
373511	Lei suona la chitarra.	1279759	Ela toca violão.
373517	Non mi piace questo orologio.	1279768	Eu não gosto deste relógio.
373650	Il sole brilla.	1160896	O sol brilha.
373650	Il sole brilla.	1178943	O sol está brilhando.
373667	Conosce bene la città.	768551	Ele conhece bem a cidade.
373675	Abito in una grande città.	1656911	Eu moro numa cidade grande.
373685	Tokyo è una città molto grande.	937285	Tóquio é uma cidade muito grande.
373686	Nara è una città molto vecchia.	1656943	Nara é uma cidade muito velha.
373700	Il Canada è più grande del Giappone.	397672	O Canadá é maior que o Japão.
373707	La scuola comincia in primavera.	1178949	A escola começa na primavera.
373718	Dov'è la tua scuola?	393651	Onde fica sua escola?
373718	Dov'è la tua scuola?	393652	Onde é a sua escola?
373736	Ho un sogno.	376748	Eu tenho um sonho.
373746	Ti piace la musica?	404939	Você gosta de música?
373748	La musica è universale.	1649431	A música é universal.
373751	Tutti amano la musica.	579073	Todos gostam de música.
373765	Ha un altro figlio.	406536	Ele tem outro filho.
373767	Suo figlio è un genio.	1272011	O filho dela é um gênio.
373770	Nevica.	405067	Está nevando.
373782	Dov'è il problema?	397605	Onde está o problema?
373782	Dov'è il problema?	397606	Onde é o problema?
373819	È un vecchio pianoforte.	1799786	É um velho piano.
373822	Qualcuno sta suonando il pianoforte.	1799787	Alguém está tocando piano.
373823	Mia sorella ha un pianoforte.	1799788	Minha irmã tem um piano.
373829	C'è un pianoforte nella stanza.	1799789	Há um piano no quarto.
373881	Guardi la televisione?	1652037	Você assiste televisão?
373882	Puoi guardare la televisione.	1652038	Você pode assistir televisão.
373931	Dov'è il libro?	341013	Onde está o livro?
373935	Questo libro è piccolo.	1189955	Este livro é pequeno.
373939	Ho comprato un libro.	886748	Comprei um livro.
373962	Sono libero ora.	411551	Eu estou livre agora.
373998	L'ho pagato la settimana scorsa.	1710200	Paguei-o na semana passada.
374011	Lei non è alta.	437665	Ela não é alta.
374035	È un buon manuale.	438215	É um bom manual.
374037	Buon fine settimana.	1200025	Bom fim de semana!
374041	Abbiamo festeggiato il suo compleanno.	595460	Comemoramos o aniversário dele.
374043	Il mio compleanno è in novembre.	1215329	Meu aniversário é em novembro.
374060	Questa frase non ha senso.	1846938	Esta frase carece de sentido.
374203	Il suo giardino è un'opera d'arte.	418160	O jardim dela é uma obra de arte.
374203	Il suo giardino è un'opera d'arte.	1799811	Seu jardim é uma obra de arte.
374207	Dov'è la galleria d'arte più vicina?	1652113	Onde fica a galeria de arte mais próxima?
374209	Ho un cane e due gatti.	760157	Eu tenho um cachorro e dois gatos.
374216	Non mi piacciono i cani.	1179341	Eu não gosto de cachorros.
374219	Il gatto beve il latte.	958659	O gato bebe leite.
374225	Ho un gatto e un cane.	1656963	Tenho um gato e um cachorro.
374226	Meg ha un gatto come animale domestico.	1277486	Meg tem um gato como animal de estimação.
374245	Hai scoperto la differenza fra queste due foto?	972561	Você encontrou a diferença entre estas duas fotos?
374246	Ho una foto di un aeroporto.	1799730	Tenho uma foto de um aeroporto.
374254	Questa è una foto recente?	1120133	Esta é uma foto recente?
374298	Cade di domenica.	391317	Cai no domingo.
374400	Tu pensi troppo.	405595	Você pensa demais.
374411	Dobbiamo cominciare prima delle cinque.	1695249	Temos de começar antes das cinco.
374423	È diventato un cantante famoso.	1279742	Ele se tornou um cantor famoso.
374426	Detroit è famosa per la sua industria di automobili.	381200	Detroit é famosa pela sua indústria automobilística.
374426	Detroit è famosa per la sua industria di automobili.	381201	Detroit é famosa pela sua indústria de carros.
374432	È a Tokyo.	1206556	Ele está em Tóquio.
374433	Vive a Tokyo.	1205245	Ele vive em Tóquio.
374440	È più piccola di Tokyo.	1279673	É menor que Tóquio.
374450	Sono di Tokyo, in Giappone.	1658205	Eu sou de Tóquio, Japão.
374452	Resto a Osaka.	1220108	Eu fico em Osaka.
374462	Ho sentito qualcuno gridare.	1180210	Escutei alguém gritar.
374477	Oggi sono occupato.	950649	Hoje estou ocupado.
374559	Non posso né leggere il francese né parlarlo.	1011716	Não sei nem ler e nem falar francês.
374583	Parlare inglese non è facile.	376778	Falar inglês não é fácil.
374596	La radio è rotta.	1683749	O rádio está quebrado.
374614	Chi sta vincendo?	1277286	Quem está vencendo?
374616	Quella è una bambola.	949206	Aquela é uma boneca.
374617	Dove sono i miei occhiali?	405542	Onde estão meus óculos?
374620	Ho rotto i miei occhiali.	1277254	Quebrei meus óculos.
374698	È in Giappone da tre anni.	1658203	Está no Japão há três anos.
375008	Il Giappone è un paese insulare.	1656932	O Japão é um país insular.
375010	Mangiate del riso nel vostro paese?	2149177	Vocês comem arroz no seu país?
375016	Il mio paese è lontano dal Giappone.	1658217	O meu país é longe do Japão.
375017	Ogni paese ha i propri costumi.	2665406	Todos os países têm os seus próprios costumes.
375018	Il Giappone è un paese ricco.	1063209	O Japão é um país rico.
375026	Le api volano di fiore in fiore.	1695133	As abelhas voam de flor em flor.
375031	Non c'era una nuvola in cielo.	893628	Não havia uma nuvem no céu.
375227	Io ho studiato inglese per cinque anni.	1644246	Eu estudei inglês durante cinco anos.
375247	Questo è il Giappone.	1235295	Isto é o Japão.
375247	Questo è il Giappone.	1658218	Este é o Japão.
375248	Bill era in Giappone.	404827	Bill estava no Japão.
375249	Vivo in Giappone.	405295	Eu moro no Japão.
375250	Vengo dal Giappone.	1196452	Eu venho do Japão.
375251	Benvenuto in Giappone.	1075537	Bem-vindo ao Japão.
375253	Il Mar del Giappone separa il Giappone dal continente asiatico.	1658197	O Mar do Japão separa o Japão do continente asiático.
375262	Mi piace fare il bagno nel mare.	2626459	Eu gosto de tomar banho no mar.
375282	L'abbiamo chiamato Thomas come suo nonno.	2626790	Chamamo-lo Thomas, como o seu avô.
375302	Dov'è la sua famiglia?	1147939	Onde está a sua família?
375302	Dov'è la sua famiglia?	1236689	Onde está a família dele?
375302	Dov'è la sua famiglia?	1236690	Onde está a família dela?
375312	Prese una foto della famiglia.	1799731	Ele tirou uma foto da família.
375326	Sì, due.	1198140	Sim, dois.
375354	Ci vediamo verso le 7.	1180163	Nos vemos lá pelas 7.
375355	Nessuno mi capisce.	380512	Ninguém me entende.
375386	Non ha visto nessuno.	1006440	Não viu ninguém.
375397	Nessuno abita in questa casa.	1656910	Ninguém mora nesta casa.
375431	Chi stai aspettando?	893436	Quem você está esperando?
375603	Bob mi ha aiutato.	405616	Bob me ajudou.
375638	Parla inglese.	1218031	Ele fala inglês.
375656	Lei parla molto.	1238124	Ela fala muito.
375660	Mariko parla l'inglese perfettamente.	2967393	Mariko fala inglês perfeitamente.
375662	Parla perfettamente il russo.	2967394	Fala russo perfeitamente.
375676	Dov'è il ragazzo?	1235365	Onde está o menino?
375687	Mio fratello usa questa bicicletta.	964769	Meu irmão usa esta bicicleta.
375693	Ho una bicicletta nuova.	1043741	Tenho uma bicicleta nova.
375787	Questo ragazzo ha i capelli neri.	1444403	Esse menino tem cabelo preto.
375789	Ha i capelli molto corti.	1444406	Ela tem cabelo muito curto.
376072	Cosa stai facendo?	1193976	O que estás a fazer?
376165	Per favore, dammi un'altra possibilità.	405369	Por favor, me dê outra chance.
376167	Vorrei fare colazione con te.	1396705	Gostaria de tomar café da manhã com você.
376172	Dove sei?	375197	Onde você está?
376179	Posso leggere senza occhiali.	1277255	Eu posso ler sem óculos.
376180	Jane preferisce i cani ai gatti.	882897	Jane prefere cães a gatos.
376187	Il cinema era pieno di gente.	1799813	O cinema estava cheio de gente.
376196	Fu condannato a morte.	380389	Ele foi condenado à morte.
376529	Quanti anni ha tuo zio?	909295	Quantos anos tem seu tio?
376535	Zio Tom è il fratello di mia madre.	752791	Tio Tom é irmão da minha mãe.
376536	Questa casa appartiene a mio zio.	752765	Esta casa pertence ao meu tio.
376548	Ho ricevuto la tua lettera.	977872	Recebi sua carta.
376571	La primavera è in ritardo quest'anno.	1563614	A primavera está atrasada este ano.
376583	Dan si è comprato un computer nuovo.	1156096	Dan comprou um computador novo.
376606	Non so.	331975	Não sei.
376606	Non so.	380509	Eu não sei.
376617	Non mi sorprende.	395111	Não me surpreende.
376697	La vita di campagna è più sana della vita di città.	982055	A vida no campo é mais saudável que a vida na cidade.
377100	Non ci piace la pioggia.	340702	Nós não gostamos de chuva.
377156	Sto aspettando mia madre.	985345	Estou esperando minha mãe.
377162	Mia nonna abita in campagna.	1648965	Minha avó mora no campo.
377162	Mia nonna abita in campagna.	1656912	A minha avó mora no campo.
377164	Mia madre non parla inglese.	558365	Minha mãe não fala inglês.
377185	Quanti anni ha Tony?	909280	Quantos anos tem Tony?
377189	Quanti anni ha?	404974	Quantos anos você tem?
377216	Il cane è morto.	1043795	O cachorro está morto.
377217	Ha un cane.	654803	Ele tem um cachorro.
377220	Un cane ha quattro zampe.	1711218	Um cão tem quatro patas.
377220	Un cane ha quattro zampe.	1711219	Um cachorro tem quatro patas.
377261	Sono molto stanco.	421900	Estou muito cansado.
377261	Sono molto stanco.	421901	Estou bem cansado.
377264	Sono stanco ora.	405314	Agora estou cansado.
377559	Ho un'idea.	972206	Tenho uma ideia.
377606	Ossigeno e idrogeno formano l'acqua.	380573	Oxigênio e hidrogênio formam água.
377637	L'oceano era calmo.	377705	O oceano estava calmo.
377643	Il nostro aereo stava volando sopra l'oceano Pacifico.	377721	Nosso avião estava voando sobre o oceano Pacífico.
377730	Importiamo caffè dal Brasile.	375151	Nós importamos café do Brasil.
377730	Importiamo caffè dal Brasile.	2917638	Importamos café do Brasil.
377731	Qual è la lingua parlata in Brasile?	375154	Qual é a língua falada no Brasil?
377732	Vengo dal Brasile.	375157	Eu venho do Brasil.
378110	Dov'è il presidente?	1277329	Onde está o presidente?
378129	Facciamo colazione alle sette.	1710974	Tomamos café da manhã às sete.
378136	Faccio colazione alle sette.	381084	Eu tomo café da manhã às sete.
378141	Il mio colore preferito è il rosso.	1276914	Minha cor favorita é o vermelho.
378148	Mi piacciono le rose rosse.	1276916	Eu gosto de rosas vermelhas.
378153	Il cane è cieco da un occhio.	1394271	O cachorro é cego de um olho.
378176	L'orologio non funziona.	978083	O relógio não funciona.
378178	L'orologio è sbagliato.	1279769	O relógio está errado.
378633	Mangio del riso.	1635971	Eu como arroz.
378695	Ho pochi soldi.	1157510	Eu tenho pouco dinheiro.
378699	Poche persone vivono sull'isola.	958652	Poucas pessoas moram na ilha.
378706	Queste scarpe sono un po' grandi.	2911348	Estes sapatos são um pouco grandes.
378856	La mia macchina è rotta.	1683750	O meu carro está quebrado.
378859	Ha una macchina.	1043791	Ele tem um carro.
378863	Non posso leggere senza occhiali.	1277256	Não posso ler sem óculos.
379137	Mary capisce il cinese.	576749	Mary entende chinês.
379236	È molto triste.	571882	É muito triste.
379245	Il mio orologio è molto preciso.	1279770	O meu relógio é muito preciso.
379255	Questa mela è molto rossa.	390763	Essa maçã é muito vermelha.
379518	Sei felice?	1063308	És feliz?
379524	Tony era felice.	639345	Tony era feliz.
379526	Sono felice!	972208	Eu sou feliz.
379544	Sono triste.	411455	Estou triste.
379608	Questo costume da bagno è fatto di materiale elastico.	1277253	Este traje de banho é feito de material elástico.
379635	È la mia canzone preferita.	405332	É minha música favorita.
379639	Una spugna assorbe l'acqua.	2654960	A esponja absorve água.
379648	L'acqua è un liquido.	790793	A água é um líquido.
379661	Per favore, passami lo zucchero.	735022	Me passe o açúcar, por favor.
379661	Per favore, passami lo zucchero.	921964	Passe-me o açúcar, por favor.
379746	Il tedesco non è una lingua facile.	406522	Alemão não é uma língua fácil.
379756	La Cina è molto più grande del Giappone.	404937	A China é muito maior que o Japão.
379757	Il Giappone ha relazioni diplomatiche con la Cina.	1658220	O Japão tem relações diplomáticas com a China.
379758	Il Giappone è a est della Cina.	1658222	O Japão está ao leste da China.
379763	Questo uccello non vive né in Giappone né in Cina.	1658224	Este pássaro não vive nem no Japão nem na China.
380137	Ciao, come stai?	1473097	Oi! Como vai você?
380177	La cena sarà pronta presto.	380564	O jantar estará pronto em breve.
380182	Tony studia dopo cena.	893847	Tony estuda depois do jantar.
380184	La famiglia ha cenato insieme.	1669669	A família almoçou junta.
380189	Un professore è seduto tra gli alunni.	1799748	Um professor está sentado entre os alunos.
380207	Mi piacciono le lasagne.	375147	Eu amo lasanha.
380208	Mi piace il rock.	379381	Eu amo rock.
380218	C'è una mela sopra la scrivania.	1635973	Há uma maçã sobre a escrivaninha.
380223	C'è una mela sul tavolo.	698090	Há uma maçã na mesa.
380223	C'è una mela sul tavolo.	2917636	Há uma maçã em cima da mesa.
380234	Ho mal di testa.	380394	Estou com dor de cabeça.
380377	Ci sono molte parole che non capisco.	380388	Há muitas palavras que não entendo.
380381	Proviamo a fare qualcosa!	180624	Vamos tentar alguma coisa!
380430	La volpe è un animale selvaggio.	1277488	A raposa é um animal selvagem.
380435	Un cane è un animale intelligente.	1277491	O cachorro é um animal inteligente.
380438	Il cane è un animale fedele.	1277492	O cachorro é um animal fiel.
380469	Buon Natale!	340376	Feliz Natal!
380654	Insegno l'inglese.	380684	Eu ensino inglês.
380658	Il signor Kato ci insegna l'inglese.	1480782	O Sr. Kato nos ensina inglês.
380662	Oh, i miei pantaloni bianchi! Erano nuovi.	1277241	Oh, minhas calças brancas! Elas eram novas.
380663	Lei ha un gatto. Il gatto è bianco.	380675	Ela tem um gato. O gato é branco.
380665	Lei ha due gatti. Uno è nero e l'altro è bianco.	380676	Ela tem dois gatos. Um é preto e o outro é branco.
380667	Naoko vive in quella casa bianca.	380677	Naoko mora naquela casa branca.
380832	Kyoto è famosa per i suoi templi antichi.	1160351	Quioto é famosa pelos seus templos antigos.
380834	La maggior parte dei templi giapponesi è fatta di legno.	1160354	A maior parte dos templos japoneses é feita de madeira.
381178	Mia madre ha comprato due bottiglie di succo d'arancia.	418226	Minha mãe comprou duas garrafas de suco de laranja.
381180	Il cielo è coperto di nuvole.	893623	O céu está coberto de nuvens.
381212	Quanto costa questo sofà?	801616	Quanto custa este sofá?
381379	Jim è canadese.	576903	Jim é canadense.
381392	Il Giappone è un paese industrializzato.	968636	O Japão é um país industrializado.
381397	Chi compra questo genere di opere d'arte?	1799812	Quem compra este tipo de obra de arte?
381807	Ciao! Come stai?	1473097	Oi! Como vai você?
381833	Un gruppo di bambini stava giocando nel parco.	1178922	Um grupo de meninos estava brincando no parque.
381835	Central Park è vicino al luogo dove lavoro.	1656955	O Central Park fica perto do lugar onde eu trabalho.
381936	È pieno di energia.	406547	Ele está cheio de energia.
381948	Indossava degli enormi stivali gialli.	2898260	Ele usava enormes botas amarelas.
381948	Indossava degli enormi stivali gialli.	2898261	Ela usava enormes botas amarelas.
381951	Nessuno è perfetto.	1608039	Ninguém é perfeito.
382047	Sta piovendo.	341136	Está chovendo.
382051	Nessuno lo saprà.	380510	Ninguém saberá.
382053	Cosa devo portare?	380528	O que eu devo levar?
382054	È solo la tua immaginazione.	380524	É apenas a sua imaginação.
382056	Grazie!	380436	Obrigado!
382056	Grazie!	748782	Obrigada!
382061	Domani è Natale.	390794	Amanhã é Natal.
382090	Per favore, dove sono le uova?	393113	Onde estão os ovos, por favor?
382094	Quando il gatto non c'è i topi ballano.	1587217	Quando o gato sai, os ratos fazem a festa.
382098	Abbiamo due gatti; uno è bianco e l'altro è nero.	1554702	Temos dois gatos; um é branco e o outro é preto.
382103	Un gatto persiano stava dormendo sotto il tavolo.	1277031	Um gato persa estava dormindo debaixo da mesa.
382105	Di solito i gatti odiano i cani.	405624	Gatos normalmente odeiam cachorros.
382110	Un gatto era seduto sulla sedia.	1277290	Um gato estava sentado na cadeira.
382112	Una tigre è più grande e più forte di un gatto.	699135	Um tigre é maior e mais forte do que um gato.
382113	Sul tavolo c'era un gatto.	1277037	Sobre a mesa havia um gato.
382133	È venuta al museo in taxi.	1799880	Ela veio ao museu de táxi.
382155	"Grazie." "Prego."	395116	"Obrigado." "De nada."
382157	Tutti gli esseri umani nascono liberi ed eguali in dignità e diritti. Essi sono dotati di ragione e di coscienza e devono agire gli uni verso gli altri in spirito di fratellanza.	382018	Todos os seres humanos nascem livres e iguais em dignidade e direitos. Eles são dotados de razão e consciência e devem agir com os outros com um espírito de fraternidade.
382180	È venuto in Giappone sette anni fa.	1658225	Ele veio para o Japão sete anos atrás.
382268	Non ho soldi per comprare il dizionario.	1584240	Não tenho dinheiro para comprar o dicionário.
382355	I prezzi sono più bassi a Kobe.	1156020	Os preços são menores em Kobe.
382357	Ogni mattina aiuta sua madre a preparare la colazione in cucina.	1710975	Toda manhã ele ajuda a mãe a preparar o café da manhã na cozinha.
382402	Sono molto curioso.	956344	Sou muito curioso.
382408	Sopra il tavolo c'è un libro.	956484	Tem um livro em cima da mesa.
382844	Il mio orologio ha bisogno di essere riparato.	455438	Meu relógio precisa ser consertado.
382866	Roma è una città antica.	973292	Roma é uma cidade antiga.
382902	Buon compleanno, Muiriel!	331978	Feliz aniversário, Muiriel!
382920	Non posso dirti la verità.	950819	Eu não posso dizer-te a verdade.
383019	Non sapevo da dove venisse.	340334	Eu não sabia de onde isso veio.
383031	Mi ricordo di aver visto questo film.	340609	Eu me lembro de ter visto este filme.
383475	Sono arrivato in Giappone due anni fa.	1658226	Cheguei no Japão há dois anos.
383496	Che cos'ha detto?	390847	O que ele disse?
383499	Perché io?	390842	Por que eu?
383501	Perché no?	390849	Por que não?
